sr,name,docstatus,item_code,item_name,warehouse,creation,modified,_user_tags
325,HP44H24230373871,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.802647,2025-06-17 16:09:49.821047,
326,HP40A22190369080,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.758617,2025-06-17 16:09:49.775248,
327,HP40A22160341196,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.712256,2025-06-17 16:09:49.729589,
328,HP44H23100125917,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.664936,2025-06-17 16:09:49.683813,
329,HP40A21490117334,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.621963,2025-06-17 16:09:49.636205,
330,HP44H23250208163,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.585110,2025-06-17 16:09:49.600458,
331,HP40A21490119378,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.526878,2025-06-17 16:09:49.551494,
332,HP40A21420081149,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.490199,2025-06-17 16:09:49.503380,
333,HP40A20390000051,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.454069,2025-06-17 16:09:49.468304,
334,HP40A21110001807,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.405766,2025-06-17 16:09:49.428110,
335,HP44H23250210983,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.354042,2025-06-17 16:09:49.371428,
336,HP44H23140165823,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.303258,2025-06-17 16:09:49.326809,
337,HP44H23060089218,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.229716,2025-06-17 16:09:49.257102,
338,HP40A22040222679,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.167408,2025-06-17 16:09:49.186041,
339,HP40A20390005722,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.130930,2025-06-17 16:09:49.144796,
340,HP40A21110000521,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-17 16:09:49.087016,2025-06-17 16:09:49.105141,
341,FZ324060050206,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:29:00.002334,2025-06-17 08:25:08.354316,
342,FZ324060050191,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:28:59.974493,2025-06-17 08:25:08.320546,
343,FZ324060050181,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:28:59.944869,2025-06-17 08:25:08.275585,
344,FZ324060048500,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:28:59.922580,2025-06-17 08:25:08.241485,
345,FZ324060048536,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:28:59.806727,2025-06-17 08:25:08.070657,
346,FZ324060049080,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:28:59.782269,2025-06-17 08:25:07.992729,
347,FZ324060106892,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.476024,2025-06-17 08:11:25.114955,
348,FZ324060106852,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.452213,2025-06-17 08:11:25.075716,
349,FZ324060106853,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.429427,2025-06-17 08:11:25.021951,
350,FZ324060106851,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.406428,2025-06-17 08:11:24.983248,
351,FZ324060106908,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.381828,2025-06-17 08:11:24.937929,
352,FZ324060107006,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.358106,2025-06-17 08:11:24.902788,
353,FZ324060106861,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.333949,2025-06-17 08:11:24.865305,
354,FZ324060106830,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.310489,2025-06-17 08:11:24.823704,
355,FZ324060106813,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:29:00.264337,2025-06-17 08:11:24.753571,
356,4857544301B52DAD,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:28:59.249078,2025-06-17 08:11:24.647810,
357,485754430D5D05AD,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:28:59.225875,2025-06-17 08:11:24.611134,
358,485754439C624DAC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:28:59.155298,2025-06-17 08:11:24.498322,
359,4857544315747EAB,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:28:59.109320,2025-06-17 08:11:24.418966,
360,48575443F9DBB9AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:28:59.064090,2025-06-17 08:11:24.304078,
361,48575443775EE9AA,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD465 (Pat. AE835PS) - QPS,2025-06-09 14:28:58.994821,2025-06-13 15:47:42.295519,
362,48575443FA010CAC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD465 (Pat. AE835PS) - QPS,2025-06-09 14:28:58.971752,2025-06-13 15:47:42.282226,
363,4857544358F646AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD465 (Pat. AE835PS) - QPS,2025-06-09 14:28:58.927306,2025-06-13 15:47:42.255088,
364,485754431AA164AD,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD465 (Pat. AE835PS) - QPS,2025-06-09 14:28:58.904636,2025-06-13 15:47:42.241311,
365,485754439C5E65AA,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD465 (Pat. AE835PS) - QPS,2025-06-09 14:28:58.826486,2025-06-13 15:47:42.200191,
366,ALCLB26BE330,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD636 (Pat. AD833WB) - QPS,2025-06-09 14:28:59.393162,2025-06-10 09:58:07.536403,
367,48575443E0E088AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:28:59.670978,2025-06-09 16:09:11.114401,
368,485754431123F5AB,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:28:59.624435,2025-06-09 16:09:11.085829,
369,48575443B67552AC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD637 (Pat. AC774WF) - QPS,2025-06-09 14:28:59.576980,2025-06-09 16:09:11.057471,
370,724355029689,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD465 (Pat. AE835PS) - QPS,2025-06-09 14:29:00.895332,2025-06-09 15:00:27.404974,
371,FZ324060021339,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,51ROD465 (Pat. AE835PS) - QPS,2025-06-09 14:29:00.872232,2025-06-09 15:00:27.390144,
372,48575443C01A8DAC,0,140110075,ONT GPON WIFI-N SAGEMCOM F@ST5657 SERIAL,51ROD465 (Pat. AE835PS) - QPS,2025-06-09 14:29:00.587603,2025-06-09 14:29:00.596150,
373,FZ324060048491,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.241492,2025-06-09 14:29:00.250244,
374,FZ324060048490,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.218333,2025-06-09 14:29:00.227057,
375,FZ324060049257,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.196264,2025-06-09 14:29:00.204717,
376,FZ324060048472,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.173660,2025-06-09 14:29:00.182147,
377,FZ324060050294,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.120362,2025-06-09 14:29:00.129641,
378,FZ324060049261,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.095864,2025-06-09 14:29:00.106083,
379,FZ324060050009,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.073071,2025-06-09 14:29:00.082185,
380,FZ324060050202,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.050014,2025-06-09 14:29:00.058823,
381,FZ324060050197,0,110110006,DECO IP ANDROID 4K HP44H SERIAL,M563 - QPS,2025-06-09 14:29:00.025916,2025-06-09 14:29:00.035204,
